Company Name,Full Address,Activities,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year
VIRILAB,"Oude Weg 11A, 1180 Ukkel, Belgium","46460, 73110, 51460, 74401",434878615,1988-07-15,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=434878615, databe: https://data.be/en/company/0434878615, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0434878615&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0434878615, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=434878615, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0434878615, kbodata: http://data.kbodata.be/organisation/0434_878_615, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0434878615, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0434878615, opencorporates: https://opencorporates.com/companies/be/0434878615, opencorporatesapi: https://api.opencorporates.com/companies/be/0434878615, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0434878615, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0434878615, trendstop: http://trendstop.knack.be/en/detail/0434878615, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0434878615",n.b.,n.b.,2022.0
CORTHALS - VERPLEGING,"Steengroefstraat 3, 1081 Koekelberg, Belgium","46460, 51460",441869642,1990-09-19,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=441869642, databe: https://data.be/en/company/0441869642, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0441869642&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0441869642, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=441869642, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0441869642, kbodata: http://data.kbodata.be/organisation/0441_869_642, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0441869642, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0441869642, opencorporates: https://opencorporates.com/companies/be/0441869642, opencorporatesapi: https://api.opencorporates.com/companies/be/0441869642, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0441869642, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0441869642, trendstop: http://trendstop.knack.be/en/detail/0441869642, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0441869642",n.b.,n.b.,2020.0
MEDICAL IMAGING SYSTEMS FOR MINIMAL INVASIVE SURGERY,"Baronielaan 128, 4818RD Breda, Belgium",,448620941,1992-11-03,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=448620941, databe: https://data.be/en/company/0448620941, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0448620941&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0448620941, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=448620941, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0448620941, kbodata: http://data.kbodata.be/organisation/0448_620_941, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0448620941, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0448620941, opencorporates: https://opencorporates.com/companies/be/0448620941, opencorporatesapi: https://api.opencorporates.com/companies/be/0448620941, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0448620941, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0448620941, trendstop: http://trendstop.knack.be/en/detail/0448620941, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0448620941",2,n.b.,1993.0
AGROMED,"Louizalaan 326, 1050 Elsene, Belgium","46460, 46180, 51460, 51180",448811476,1992-12-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=448811476, databe: https://data.be/en/company/0448811476, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0448811476&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0448811476, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=448811476, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0448811476, kbodata: http://data.kbodata.be/organisation/0448_811_476, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0448811476, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0448811476, opencorporates: https://opencorporates.com/companies/be/0448811476, opencorporatesapi: https://api.opencorporates.com/companies/be/0448811476, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0448811476, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0448811476, trendstop: http://trendstop.knack.be/en/detail/0448811476, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0448811476",n.b.,n.b.,2021.0
CAEX,"Leuvensebaan 211, 2580 Putte, Belgium","46460, 68311, 70220, 70311",451783141,1994-01-28,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=451783141, databe: https://data.be/en/company/0451783141, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0451783141&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0451783141, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=451783141, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0451783141, kbodata: http://data.kbodata.be/organisation/0451_783_141, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0451783141, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0451783141, opencorporates: https://opencorporates.com/companies/be/0451783141, opencorporatesapi: https://api.opencorporates.com/companies/be/0451783141, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0451783141, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0451783141, trendstop: http://trendstop.knack.be/en/detail/0451783141, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0451783141",n.b.,n.b.,2022.0
S.F.G.,"Franz Merjaystraat 79, 1050 Elsene, Belgium","46460, 51460",451985554,1994-01-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=451985554, databe: https://data.be/en/company/0451985554, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0451985554&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0451985554, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=451985554, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0451985554, kbodata: http://data.kbodata.be/organisation/0451_985_554, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0451985554, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0451985554, opencorporates: https://opencorporates.com/companies/be/0451985554, opencorporatesapi: https://api.opencorporates.com/companies/be/0451985554, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0451985554, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0451985554, trendstop: http://trendstop.knack.be/en/detail/0451985554, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0451985554",n.b.,n.b.,2022.0
INTER EUROPEAN CARE ENTERPRISE,"Louizalaan 143, 1050 Elsene, Belgium","46460, 51460",452006043,1994-01-17,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=452006043, databe: https://data.be/en/company/0452006043, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0452006043&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0452006043, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=452006043, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0452006043, kbodata: http://data.kbodata.be/organisation/0452_006_043, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0452006043, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0452006043, opencorporates: https://opencorporates.com/companies/be/0452006043, opencorporatesapi: https://api.opencorporates.com/companies/be/0452006043, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0452006043, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0452006043, trendstop: http://trendstop.knack.be/en/detail/0452006043, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0452006043",n.b.,n.b.,2022.0
AKTUAPHARMA,"Terhulpsesteenweg 6A, 1560 Hoeilaart, Belgium",,463582004,1998-06-16,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=463582004, databe: https://data.be/en/company/0463582004, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0463582004&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0463582004, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=463582004, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0463582004, kbodata: http://data.kbodata.be/organisation/0463_582_004, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0463582004, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0463582004, opencorporates: https://opencorporates.com/companies/be/0463582004, opencorporatesapi: https://api.opencorporates.com/companies/be/0463582004, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0463582004, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0463582004, trendstop: http://trendstop.knack.be/en/detail/0463582004, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0463582004",n.b.,0,2022.0
STOMA INTERNATIONAL,"Adolphe Lacomblélaan 69-71, 1030 Schaarbeek, Belgium","46460, 51460",472127110,2000-06-16,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=472127110, databe: https://data.be/en/company/0472127110, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0472127110&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0472127110, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=472127110, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0472127110, kbodata: http://data.kbodata.be/organisation/0472_127_110, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0472127110, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0472127110, opencorporates: https://opencorporates.com/companies/be/0472127110, opencorporatesapi: https://api.opencorporates.com/companies/be/0472127110, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0472127110, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0472127110, trendstop: http://trendstop.knack.be/en/detail/0472127110, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0472127110",n.b.,n.b.,2022.0
DISTRIDENTA,"Ransbeekstraat 230, 1120 Brussel, Belgium","46460, 73110, 51460, 74401",473717811,2001-01-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=473717811, databe: https://data.be/en/company/0473717811, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0473717811&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0473717811, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=473717811, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0473717811, kbodata: http://data.kbodata.be/organisation/0473_717_811, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0473717811, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0473717811, opencorporates: https://opencorporates.com/companies/be/0473717811, opencorporatesapi: https://api.opencorporates.com/companies/be/0473717811, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0473717811, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0473717811, trendstop: http://trendstop.knack.be/en/detail/0473717811, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0473717811",n.b.,n.b.,2022.0
