Company Name,Full Address,Latitude,Longitude,Street,Number,Postal Code,City,Country,Activities,NACE Descriptions,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year,Sector,LEVENSDUURVERLENGING,LEVENSDUURVERLENGING urls,MATERIALENGEBRUIK,MATERIALENGEBRUIK urls,ECODESIGN,ECODESIGN urls
ALMIRALL,"Arianelaan 5, 1200 Sint-Lambrechts-Woluwe, Belgium",50.8575909,4.431181599999999,Arianelaan,5,1200,Sint-Lambrechts-Woluwe,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,403090131,1968-01-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403090131, databe: https://data.be/en/company/0403090131, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403090131&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403090131, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403090131, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403090131, kbodata: http://data.kbodata.be/organisation/0403_090_131, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403090131, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403090131, opencorporates: https://opencorporates.com/companies/be/0403090131, opencorporatesapi: https://api.opencorporates.com/companies/be/0403090131, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403090131, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403090131, trendstop: http://trendstop.knack.be/en/detail/0403090131, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403090131",12,"7,505",2022.0,LA_WSale_Farma,"Almirall is a company operating in a highly uncertain and risky environment, as indicated by the disclaimer regarding forward-looking statements in the context provided. This suggests that Almirall operates in a competitive market where accurate predictions are challenging to make. As a result, the company may face various challenges and uncertainties in achieving its goals and estimates. It is important for investors and stakeholders to consider these factors when evaluating the company's performance and future prospects.","https://www.linkedin.com/posts/aurelie-scolan-36481920_almirall-sustainability-pharmaceuticalindustry-activity-7186264490315816960-wxQj, https://www.almirall.de/medien/nachrichten/the-science-based-targets-initiative-sbti-validates-almirall-s-2030-emission-reduction-targets-and-its-goal-of-achieving-net-zero-emissions-by-2050, https://www.centrient.com/media/centrient-pharmaceuticals-joins-almiralls-growing-innovation-hub-barcelona",,,,
HRA PHARMA BENELUX,"Burgemeester Etienne Demunterl. 5, 1090 Jette, Belgium",50.8872066,4.306384299999999,Burgemeester Etienne Demunterl.,5,1090,Jette,Belgium,"46460, 46460, 46150","Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods; Commission trade of furniture, household goods, hardware and ironmongery",543727164,2014-01-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=543727164, databe: https://data.be/en/company/0543727164, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0543727164&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0543727164, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=543727164, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0543727164, kbodata: http://data.kbodata.be/organisation/0543_727_164, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0543727164, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0543727164, opencorporates: https://opencorporates.com/companies/be/0543727164, opencorporatesapi: https://api.opencorporates.com/companies/be/0543727164, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0543727164, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0543727164, trendstop: http://trendstop.knack.be/en/detail/0543727164, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0543727164",3,"6,394",2022.0,LA_WSale_Farma,HRA PHARMA BENELUX is not directly mentioned in the provided context.,https://www.helmag.com/,,,"De relevantie van het bedrijf HRA PHARMA BENELUX wordt niet specifiek genoemd in de gegeven context. In plaats daarvan gaat het over HELM AG en hun mogelijke samenwerking met FREYR op het gebied van lithiumchemicaliën. Het lijkt erop dat HRA PHARMA BENELUX hier niet direct van belang is, aangezien het gaat over chemische stoffen en tentoonstellingen en conferenties die worden georganiseerd door HELM AG.",https://www.helmag.com/
IMMED BENELUX,"Grasmusdreef 43, 1630 Linkebeek, Belgium",50.76772279999999,4.3360869,Grasmusdreef,43,1630,Linkebeek,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,466908609,1999-09-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=466908609, databe: https://data.be/en/company/0466908609, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0466908609&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0466908609, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=466908609, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0466908609, kbodata: http://data.kbodata.be/organisation/0466_908_609, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0466908609, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0466908609, opencorporates: https://opencorporates.com/companies/be/0466908609, opencorporatesapi: https://api.opencorporates.com/companies/be/0466908609, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0466908609, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0466908609, trendstop: http://trendstop.knack.be/en/detail/0466908609, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0466908609",6,"5,877",2022.0,LA_WSale_Farma,"In the context of cloud security, where protecting cloud infrastructure is essential due to the numerous apps and data stored in the cloud, the relevance of IMMED BENELUX comes into play. With their expertise in cybersecurity solutions, IMMED BENELUX can provide a security framework to help safeguard cloud infrastructure and ensure the protection of valuable data stored in the cloud. Their services can be crucial in addressing the security needs of companies relying on cloud technology, making them a valuable partner in enhancing cybersecurity measures in cloud environments.",https://www.computerweekly.com/opinion/IT-Sustainability-Think-Tank-How-CIOs-can-navigate-the-green-IT-landscape,,
CURIUM BELGIUM,"Schaliënhoevedreef 20T, 2800 Mechelen, Belgium",51.0559338,4.458132099999999,Schaliënhoevedreef,20T,2800,Mechelen,Belgium,"46460, 46460, 70220",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods; Business and other management consultancy activities,500920272,2012-11-15,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=500920272, databe: https://data.be/en/company/0500920272, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0500920272&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0500920272, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=500920272, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0500920272, kbodata: http://data.kbodata.be/organisation/0500_920_272, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0500920272, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0500920272, opencorporates: https://opencorporates.com/companies/be/0500920272, opencorporatesapi: https://api.opencorporates.com/companies/be/0500920272, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0500920272, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0500920272, trendstop: http://trendstop.knack.be/en/detail/0500920272, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0500920272",6,"5,703",2022.0,LA_WSale_Farma,,,,
GREINER BIO-ONE,"Leuvensesteenweg 248D, 1800 Vilvoorde, Belgium",50.9243696,4.4487293,Leuvensesteenweg,248D,1800,Vilvoorde,Belgium,"46499, 46460",Wholesale trade of other household goods n.e.c.; Wholesale trade of pharmaceutical goods,419601016,1979-06-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=419601016, databe: https://data.be/en/company/0419601016, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0419601016&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0419601016, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=419601016, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0419601016, kbodata: http://data.kbodata.be/organisation/0419_601_016, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0419601016, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0419601016, opencorporates: https://opencorporates.com/companies/be/0419601016, opencorporatesapi: https://api.opencorporates.com/companies/be/0419601016, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0419601016, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0419601016, trendstop: http://trendstop.knack.be/en/detail/0419601016, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0419601016",7,"5,115",2022.0,LA_WSale_Farma,,,"In the context described, the company GREINER BIO-ONE is highlighted for its role in a recycling initiative where Greiner Packaging, Siegwerk, and Krones are joining forces. This demonstrates the company's commitment to sustainability and environmental responsibility. Additionally, Saori Dubourg has been appointed as the new CEO of Greiner AG, indicating a leadership change within the company.","https://www.choateco.com/project/greiner-bio-one/, https://www.greiner.com/en/press/, https://www.advantageaustria.org/us/news/US-A-BIZ_AWARD_2022_AWARDED_IN_LOS_ANGELES._AND_THE_.en.html"
HALF BLUE,"Z. 1 Researchpark 40, 1731 Asse, Belgium",50.8810098,4.2904792,Z. 1 Researchpark,40,1731,Asse,Belgium,"70210, 46460, 62020, 73110",Public relations and communication activities; Wholesale trade of pharmaceutical goods; Computer consultancy activities; Advertising agencies,891298653,2007-08-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=891298653, databe: https://data.be/en/company/0891298653, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0891298653&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0891298653, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=891298653, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0891298653, kbodata: http://data.kbodata.be/organisation/0891_298_653, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0891298653, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0891298653, opencorporates: https://opencorporates.com/companies/be/0891298653, opencorporatesapi: https://api.opencorporates.com/companies/be/0891298653, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0891298653, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0891298653, trendstop: http://trendstop.knack.be/en/detail/0891298653, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0891298653",8,"3,887",2022.0,LA_WSale_Farma,,,,
BELGOPHARMA,"Bergense Steenweg 1160, 1070 Anderlecht, Belgium",50.8199008,4.2933767,Bergense Steenweg,1160,1070,Anderlecht,Belgium,46460,Wholesale trade of pharmaceutical goods,762935682,2021-02-04,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=762935682, databe: https://data.be/en/company/0762935682, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0762935682&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0762935682, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=762935682, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0762935682, kbodata: http://data.kbodata.be/organisation/0762_935_682, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0762935682, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0762935682, opencorporates: https://opencorporates.com/companies/be/0762935682, opencorporatesapi: https://api.opencorporates.com/companies/be/0762935682, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0762935682, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0762935682, trendstop: http://trendstop.knack.be/en/detail/0762935682, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0762935682",n.b.,"3,846",2022.0,LA_WSale_Farma,,,,
ALFASIGMA BELGIUM,"Havenlaan 86C, 1000 Brussel, Belgium",50.8648307,4.3491892,Havenlaan,86C,1000,Brussel,Belgium,"46460, 46460, 46450",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods; Wholesale trade of perfume and cosmetics,816612415,2009-06-30,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=816612415, databe: https://data.be/en/company/0816612415, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0816612415&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0816612415, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=816612415, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0816612415, kbodata: http://data.kbodata.be/organisation/0816_612_415, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0816612415, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0816612415, opencorporates: https://opencorporates.com/companies/be/0816612415, opencorporatesapi: https://api.opencorporates.com/companies/be/0816612415, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0816612415, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0816612415, trendstop: http://trendstop.knack.be/en/detail/0816612415, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0816612415",2,"2,504",2022.0,LA_WSale_Farma,,,"Alfasigma Belgium wordt relevant in de context van een overname of samenwerking met Galapagos, waarbij Galapagos hoopt op verwachte kostenbesparingen en efficiënties. Het bedrijf kan een rol spelen bij het helpen realiseren van deze doelstellingen en het ondersteunen van het toekomstige onderzoek en ontwikkeling van Galapagos.",https://www.glpg.com/press-releases/galapagos-completes-transaction-to-transfer-jyseleca-business-to-alfasigma/
HUBRIPHAR,"AVENUE MONTEREY 29, 6123 LUXEMBOURG, Belgium",49.6104193,6.125812499999999,AVENUE MONTEREY,29,6123,LUXEMBOURG,Belgium,,No NACE codes,448011326,1992-08-21,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=448011326, databe: https://data.be/en/company/0448011326, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0448011326&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0448011326, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=448011326, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0448011326, kbodata: http://data.kbodata.be/organisation/0448_011_326, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0448011326, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0448011326, opencorporates: https://opencorporates.com/companies/be/0448011326, opencorporatesapi: https://api.opencorporates.com/companies/be/0448011326, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0448011326, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0448011326, trendstop: http://trendstop.knack.be/en/detail/0448011326, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0448011326",n.b.,208,2005.0,LA_WSale_Farma,,,,
ETABLISSEMENTS HENRI NOOTENS,"Georges Rodenbachlaan 75, 1030 Schaarbeek, Belgium",50.8794739,4.3843564,Georges Rodenbachlaan,75,1030,Schaarbeek,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,401991754,1961-12-20,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=401991754, databe: https://data.be/en/company/0401991754, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0401991754&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0401991754, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=401991754, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0401991754, kbodata: http://data.kbodata.be/organisation/0401_991_754, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0401991754, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0401991754, opencorporates: https://opencorporates.com/companies/be/0401991754, opencorporatesapi: https://api.opencorporates.com/companies/be/0401991754, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0401991754, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0401991754, trendstop: http://trendstop.knack.be/en/detail/0401991754, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0401991754",14,n.b.,2022.0,LA_WSale_Farma,,,,
ERFA PHARM,"Drukpersstraat 4, 1000 Brussel, Belgium",50.8491782,4.3667272,Drukpersstraat,4,1000,Brussel,Belgium,,No NACE codes,403061625,1935-01-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=403061625, databe: https://data.be/en/company/0403061625, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0403061625&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0403061625, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=403061625, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0403061625, kbodata: http://data.kbodata.be/organisation/0403_061_625, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0403061625, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0403061625, opencorporates: https://opencorporates.com/companies/be/0403061625, opencorporatesapi: https://api.opencorporates.com/companies/be/0403061625, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0403061625, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0403061625, trendstop: http://trendstop.knack.be/en/detail/0403061625, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0403061625",n.b.,n.b.,2017.0,LA_WSale_Farma,,,,
PROCONDI,"Lange Weversstraat 14, 2570 Duffel, Belgium",51.0878336,4.4836069,Lange Weversstraat,14,2570,Duffel,Belgium,46460,Wholesale trade of pharmaceutical goods,413396776,1973-08-07,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=413396776, databe: https://data.be/en/company/0413396776, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0413396776&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0413396776, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=413396776, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0413396776, kbodata: http://data.kbodata.be/organisation/0413_396_776, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0413396776, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0413396776, opencorporates: https://opencorporates.com/companies/be/0413396776, opencorporatesapi: https://api.opencorporates.com/companies/be/0413396776, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0413396776, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0413396776, trendstop: http://trendstop.knack.be/en/detail/0413396776, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0413396776",n.b.,n.b.,2023.0,LA_WSale_Farma,,,,
EUTHERAPIE BENELUX,"Internationalelaan 57, 1070 Anderlecht, Belgium",50.8131496,4.3009696,Internationalelaan,57,1070,Anderlecht,Belgium,"46460, 46460",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods,413600278,1974-04-01,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=413600278, databe: https://data.be/en/company/0413600278, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0413600278&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0413600278, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=413600278, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0413600278, kbodata: http://data.kbodata.be/organisation/0413_600_278, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0413600278, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0413600278, opencorporates: https://opencorporates.com/companies/be/0413600278, opencorporatesapi: https://api.opencorporates.com/companies/be/0413600278, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0413600278, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0413600278, trendstop: http://trendstop.knack.be/en/detail/0413600278, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0413600278",35,n.b.,2022.0,LA_WSale_Farma,,,,
STEROP OVERSEAS,"Scheutlaan 194, 1070 Anderlecht, Belgium",50.8448441,4.3107236,Scheutlaan,194,1070,Anderlecht,Belgium,"46460, 46460, 46751",Wholesale trade of pharmaceutical goods; Wholesale trade of pharmaceutical goods; Wholesale trade of industrial chemical products,419184411,1979-01-27,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=419184411, databe: https://data.be/en/company/0419184411, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0419184411&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0419184411, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=419184411, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0419184411, kbodata: http://data.kbodata.be/organisation/0419_184_411, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0419184411, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0419184411, opencorporates: https://opencorporates.com/companies/be/0419184411, opencorporatesapi: https://api.opencorporates.com/companies/be/0419184411, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0419184411, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0419184411, trendstop: http://trendstop.knack.be/en/detail/0419184411, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0419184411",5,n.b.,2022.0,LA_WSale_Farma,,,,
MP BIOMEDICALS EUROPE,"Louizalaan 149, 1050 Brussel, Belgium",50.8285519,4.3619765,Louizalaan,149,1050,Brussel,Belgium,,No NACE codes,422577728,1982-04-08,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=422577728, databe: https://data.be/en/company/0422577728, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0422577728&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0422577728, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=422577728, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0422577728, kbodata: http://data.kbodata.be/organisation/0422_577_728, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0422577728, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0422577728, opencorporates: https://opencorporates.com/companies/be/0422577728, opencorporatesapi: https://api.opencorporates.com/companies/be/0422577728, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0422577728, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0422577728, trendstop: http://trendstop.knack.be/en/detail/0422577728, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0422577728",n.b.,0,2015.0,LA_WSale_Farma,,,,
